Customer,State Code,Coverage,Education,Accident Date,Report Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Policy Type,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
TN36521,NE,Basic,College,3/9/2017,20/9/2017,Employed,F,88440,Rural,Single,Personal Auto,Other,Branch,27.145151,Two-Door Car,Medsize
HG33568,NE,Basic,Master,13/9/2014,1/4/2015,Employed,F,25666,Urban,Married,Personal Auto,Other,Call Center,270.002766,Four-Door Car,Medsize
TW17878,IA,Basic,High School or Below,11/12/2012,30/9/2016,Employed,F,52926,Suburban,Married,Personal Auto,Collision,Call Center,292.8,Four-Door Car,Medsize
ZO83562,OK,Basic,Bachelor,27/10/2014,13/9/2016,Unemployed,F,0,Suburban,Single,Personal Auto,Scratch/Dent,Agent,494.946438,Four-Door Car,Medsize
CH97539,KS,Basic,Bachelor,21/8/2011,28/2/2012,Employed,F,40001,Rural,Divorced,Personal Auto,Collision,Branch,142.567008,Four-Door Car,Medsize
CV29889,MO,Basic,College,25/2/2010,31/1/2016,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Branch,425.266308,Four-Door Car,Medsize
MO33320,IA,Basic,College,21/1/2016,15/2/2016,Disabled,M,18024,Suburban,Single,Personal Auto,Collision,Agent,312,Two-Door Car,Medsize
QZ81258,IA,Basic,College,3/10/2016,28/5/2017,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Agent,326.4,Four-Door Car,Large
NY56352,IA,Basic,Bachelor,5/7/2013,31/1/2016,Medical Leave,F,23220,Urban,Married,Personal Auto,Collision,Agent,251.334247,Four-Door Car,Medsize
EA27048,MO,Basic,High School or Below,25/6/2015,10/10/2016,Employed,F,64125,Urban,Married,Personal Auto,Hail,Branch,369.818708,SUV,Large
UT38865,IA,Basic,College,12/11/2015,1/4/2017,Employed,F,58042,Urban,Married,Corporate Auto,Scratch/Dent,Agent,161.419528,Four-Door Car,Medsize
QC89139,IA,Basic,High School or Below,25/5/2017,25/5/2017,Employed,F,90034,Suburban,Married,Corporate Auto,Collision,Call Center,537.6,SUV,Medsize
LA14484,OK,Basic,High School or Below,6/1/2017,19/3/2017,Retired,M,27972,Suburban,Married,Special Auto,Scratch/Dent,Web,292.8,Four-Door Car,Medsize
HN57556,MO,Basic,High School or Below,5/4/2014,30/11/2014,Unemployed,F,0,Suburban,Single,Personal Auto,Hail,Branch,312,Four-Door Car,Medsize
CV31235,NE,Extended,Bachelor,13/10/2015,27/10/2015,Employed,M,50989,Urban,Married,Corporate Auto,Hail,Agent,255.999709,Four-Door Car,Medsize
WR45726,NE,Premium,Bachelor,14/12/2015,29/12/2016,Disabled,F,11885,Suburban,Divorced,Special Auto,Collision,Agent,484.8,Four-Door Car,Medsize
LB25094,MO,Basic,Bachelor,25/5/2011,7/5/2015,Employed,F,89451,Rural,Single,Special Auto,Hail,Web,61.769564,Four-Door Car,Medsize
KW56110,IA,Basic,Bachelor,3/11/2014,16/6/2017,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Web,1310.4,Luxury Car,Medsize
XO36233,KS,Basic,Bachelor,18/3/2012,28/7/2017,Employed,M,78904,Rural,Divorced,Personal Auto,Other,Branch,250.001424,SUV,Large
ZX86243,NE,Extended,Doctor,9/11/2010,1/3/2012,Employed,M,70247,Rural,Single,Personal Auto,Other,Call Center,141.799422,Four-Door Car,Medsize
DW29763,NE,Basic,High School or Below,4/10/2010,15/6/2013,Employed,M,32653,Suburban,Married,Personal Auto,Collision,Agent,321.6,Two-Door Car,Large
CT83377,KS,Extended,High School or Below,1/10/2010,30/4/2017,Employed,M,93595,Rural,Married,Special Auto,Other,Agent,49.797016,Four-Door Car,Medsize
OQ90898,MO,Basic,Master,24/12/2014,23/3/2016,Employed,M,90279,Urban,Divorced,Personal Auto,Scratch/Dent,Call Center,372.175592,SUV,Medsize
GO77248,IA,Basic,College,13/6/2017,28/7/2017,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Agent,542.14385,Four-Door Car,Small
QW33258,MO,Basic,Bachelor,21/10/2010,14/8/2014,Employed,M,53310,Suburban,Divorced,Personal Auto,Hail,Branch,1360.8,Luxury Car,Medsize
OU79745,MO,Premium,College,11/1/2016,8/2/2016,Unemployed,M,0,Suburban,Divorced,Personal Auto,Collision,Agent,504,Four-Door Car,Medsize
VZ79886,IA,Premium,Bachelor,14/2/2010,4/2/2014,Employed,F,22234,Suburban,Divorced,Personal Auto,Collision,Agent,768,SUV,Medsize
FI92440,KS,Extended,High School or Below,9/12/2010,11/11/2015,Employed,F,91375,Rural,Married,Personal Auto,Other,Call Center,72.632934,Two-Door Car,Medsize
YG85980,OK,Extended,High School or Below,5/10/2012,23/1/2013,Employed,F,22250,Suburban,Married,Personal Auto,Scratch/Dent,Web,720.601429,Two-Door Car,Medsize
QM74621,IA,Extended,Bachelor,1/8/2010,2/7/2017,Unemployed,M,0,Suburban,Single,Personal Auto,Scratch/Dent,Agent,576,Four-Door Car,Medsize
EI71732,IA,Extended,Doctor,4/9/2015,3/1/2016,Unemployed,F,0,Suburban,Married,Personal Auto,Collision,Agent,481.025786,Four-Door Car,Medsize
VN79010,MO,Basic,High School or Below,7/1/2015,27/5/2015,Employed,F,51179,Suburban,Married,Corporate Auto,Collision,Call Center,466.176731,Four-Door Car,Small
FI61723,MO,Basic,Bachelor,17/9/2011,11/6/2016,Employed,M,38667,Rural,Single,Personal Auto,Collision,Agent,159.266473,Four-Door Car,Medsize
OH55411,MO,Basic,Master,27/11/2012,16/11/2014,Employed,F,79487,Suburban,Divorced,Corporate Auto,Hail,Branch,547.2,SUV,Medsize
TF10720,OK,Premium,Doctor,12/11/2014,22/1/2016,Employed,F,67763,Rural,Married,Personal Auto,Collision,Web,41.283167,Four-Door Car,Medsize
NW30838,OK,Basic,High School or Below,12/8/2017,19/9/2017,Unemployed,M,0,Suburban,Single,Corporate Auto,Collision,Call Center,503.808329,Four-Door Car,Medsize
CB58476,IA,Basic,College,24/9/2011,15/4/2012,Unemployed,F,0,Suburban,Single,Corporate Auto,Collision,Call Center,859.599411,Four-Door Car,Small
WI69346,MO,Basic,Master,15/11/2010,13/5/2013,Employed,F,71943,Urban,Single,Corporate Auto,Scratch/Dent,Agent,305.653785,SUV,Medsize
FS76657,IA,Basic,College,1/7/2010,8/9/2012,Employed,F,53526,Urban,Married,Personal Auto,Collision,Agent,278.902846,Four-Door Car,Medsize
YX89016,IA,Premium,College,11/4/2014,29/5/2016,Employed,M,35005,Suburban,Married,Personal Auto,Hail,Web,1416,Luxury Car,Small
PK28821,MO,Basic,College,9/2/2013,4/7/2013,Employed,M,24721,Rural,Married,Personal Auto,Hail,Branch,139.963594,Four-Door Car,Medsize
MB51200,KS,Premium,College,25/1/2016,26/3/2017,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Branch,734.4,Four-Door Car,Medsize
XG44587,NE,Basic,Master,25/11/2013,31/3/2014,Employed,M,88997,Rural,Divorced,Personal Auto,Hail,Branch,174.041566,Four-Door Car,Small
FG91922,NE,Basic,Master,2/9/2017,21/9/2017,Employed,M,48587,Suburban,Married,Personal Auto,Collision,Branch,532.8,SUV,Medsize
OM99303,NE,Basic,High School or Below,8/10/2015,19/9/2017,Employed,F,76310,Suburban,Married,Personal Auto,Other,Branch,321.6,Two-Door Car,Medsize
RV67546,MO,Extended,Bachelor,22/8/2012,21/11/2012,Employed,M,73205,Rural,Married,Personal Auto,Scratch/Dent,Branch,37.299865,Four-Door Car,Medsize
UJ79253,IA,Extended,College,13/9/2015,2/2/2016,Employed,F,51056,Rural,Married,Personal Auto,Scratch/Dent,Branch,95.816516,Four-Door Car,Large
PN98247,MO,Extended,College,5/3/2015,24/4/2015,Employed,M,58414,Suburban,Single,Personal Auto,Hail,Agent,1008,Luxury SUV,Small
IB67546,MO,Basic,Bachelor,19/11/2010,19/7/2017,Medical Leave,F,23940,Suburban,Married,Personal Auto,Collision,Call Center,513.6,SUV,Small
OE19087,MO,Basic,High School or Below,22/2/2013,9/12/2013,Unemployed,F,0,Suburban,Single,Personal Auto,Other,Call Center,446.4,Four-Door Car,Medsize
CM95716,MO,Basic,Bachelor,11/1/2014,15/4/2016,Employed,M,44216,Rural,Married,Personal Auto,Collision,Agent,72.205362,Four-Door Car,Large
MW62634,MO,Basic,High School or Below,13/6/2010,24/2/2012,Retired,M,27972,Suburban,Married,Corporate Auto,Scratch/Dent,Web,292.8,Four-Door Car,Medsize
QW67581,NE,Basic,High School or Below,16/6/2016,15/8/2017,Unemployed,F,0,Suburban,Married,Personal Auto,Hail,Call Center,331.2,Four-Door Car,Small
SN16059,MO,Basic,Master,23/8/2013,1/1/2017,Employed,F,29305,Suburban,Married,Personal Auto,Scratch/Dent,Web,475.2,Four-Door Car,Small
OE51254,MO,Basic,College,28/5/2016,15/11/2016,Employed,F,53882,Suburban,Married,Personal Auto,Collision,Agent,331.2,Four-Door Car,Medsize
RM42344,IA,Basic,College,16/1/2017,15/4/2017,Employed,M,91757,Suburban,Married,Personal Auto,Hail,Web,331.2,Four-Door Car,Medsize
GB35238,MO,Basic,Bachelor,11/4/2013,18/5/2015,Employed,F,33906,Suburban,Married,Personal Auto,Collision,Branch,401.592109,Two-Door Car,Small
ML82674,IA,Extended,Bachelor,10/11/2011,6/3/2015,Employed,M,68158,Rural,Married,Personal Auto,Collision,Call Center,253.183568,SUV,Medsize
EI85244,MO,Extended,College,4/9/2016,10/8/2017,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Agent,643.2,SUV,Medsize
DE28132,IA,Extended,College,15/6/2013,16/12/2014,Employed,M,42165,Suburban,Single,Corporate Auto,Collision,Branch,799.673766,SUV,Large
TV25678,KS,Basic,College,13/2/2016,28/2/2017,Unemployed,M,0,Suburban,Single,Personal Auto,Other,Web,727.2,SUV,Medsize
TY26512,MO,Extended,Doctor,5/6/2015,27/7/2017,Employed,M,30817,Rural,Divorced,Personal Auto,Hail,Branch,91.834668,Four-Door Car,Medsize
OB69153,MO,Basic,Bachelor,21/10/2012,18/10/2016,Employed,M,68074,Rural,Married,Personal Auto,Other,Branch,27.987867,Four-Door Car,Medsize
AB31813,KS,Extended,High School or Below,15/2/2011,12/5/2014,Unemployed,M,0,Suburban,Married,Personal Auto,Scratch/Dent,Agent,842.391832,SUV,Medsize
XN41715,MO,Extended,Master,14/4/2010,15/11/2012,Employed,F,71135,Urban,Married,Personal Auto,Collision,Branch,270.563995,Four-Door Car,Medsize
QR15857,MO,Basic,College,17/10/2010,8/12/2013,Unemployed,F,0,Suburban,Single,Personal Auto,Scratch/Dent,Agent,292.8,Two-Door Car,Medsize
FL69363,IA,Basic,Master,14/8/2010,22/2/2015,Employed,M,37722,Rural,Single,Personal Auto,Collision,Agent,158.077504,Sports Car,Medsize
IS30295,NE,Extended,Bachelor,22/4/2013,1/9/2017,Unemployed,F,0,Suburban,Divorced,Personal Auto,Collision,Call Center,667.2,SUV,Medsize
GR62267,KS,Basic,College,16/2/2017,7/8/2017,Employed,F,44705,Rural,Divorced,Personal Auto,Collision,Branch,148.173152,Two-Door Car,Medsize
NL59519,MO,Extended,College,9/9/2012,28/11/2016,Employed,F,64642,Urban,Married,Personal Auto,Scratch/Dent,Branch,404.265696,Four-Door Car,Large
ZU93025,IA,Basic,College,5/6/2014,8/3/2016,Employed,F,50071,Rural,Single,Personal Auto,Hail,Agent,18.918935,Two-Door Car,Medsize
DK94262,IA,Basic,High School or Below,29/1/2011,15/7/2016,Employed,M,46754,Suburban,Married,Personal Auto,Scratch/Dent,Web,513.818403,SUV,Medsize
UQ30615,MO,Basic,College,26/4/2013,31/12/2016,Employed,M,64801,Urban,Married,Corporate Auto,Hail,Web,268.471802,Four-Door Car,Medsize
OR40060,NE,Extended,Bachelor,16/10/2013,29/6/2014,Employed,M,70410,Rural,Married,Personal Auto,Hail,Web,131.828507,Four-Door Car,Medsize
DK32872,OK,Extended,High School or Below,7/5/2012,26/10/2015,Employed,F,66957,Suburban,Married,Personal Auto,Hail,Web,628.8,SUV,Medsize
FA46418,OK,Extended,High School or Below,10/1/2013,9/6/2013,Employed,F,24213,Suburban,Single,Personal Auto,Hail,Agent,374.4,Four-Door Car,Medsize
ST96866,KS,Basic,Bachelor,27/7/2011,18/3/2016,Unemployed,M,0,Suburban,Married,Special Auto,Collision,Agent,960.115399,SUV,Large
KI75855,IA,Basic,Master,25/9/2012,19/10/2015,Employed,M,79751,Suburban,Married,Personal Auto,Scratch/Dent,Web,392.235698,Two-Door Car,Small
ND41876,NE,Basic,High School or Below,25/1/2012,10/1/2016,Employed,M,86122,Suburban,Married,Personal Auto,Hail,Agent,873.6,Luxury SUV,Small
PN21042,NE,Basic,Bachelor,15/6/2013,4/8/2014,Employed,M,82297,Rural,Single,Personal Auto,Collision,Call Center,0.382107,Sports Car,Medsize
FF22360,KS,Basic,Doctor,1/5/2011,21/8/2013,Employed,F,82210,Rural,Married,Personal Auto,Scratch/Dent,Call Center,51.961915,Four-Door Car,Medsize
AL46984,MO,Basic,High School or Below,13/9/2010,27/8/2017,Employed,M,43259,Suburban,Married,Personal Auto,Collision,Branch,350.4,Four-Door Car,Medsize
JP58047,IA,Extended,College,10/3/2014,8/10/2014,Unemployed,M,0,Suburban,Married,Personal Auto,Hail,Web,379.2,Four-Door Car,Medsize
ZE85014,MO,Basic,College,1/7/2017,10/8/2017,Disabled,M,25064,Suburban,Married,Personal Auto,Collision,Call Center,297.6,Four-Door Car,Medsize
KU88219,NE,Basic,Master,10/11/2013,30/11/2015,Employed,M,25816,Suburban,Single,Personal Auto,Scratch/Dent,Agent,571.2,Sports Car,Medsize
UU98729,MO,Basic,Bachelor,28/8/2011,2/1/2014,Unemployed,M,0,Suburban,Married,Personal Auto,Collision,Call Center,350.853987,Four-Door Car,Large
WS82822,IA,Basic,College,1/7/2010,9/6/2015,Employed,F,41662,Urban,Divorced,Corporate Auto,Collision,Agent,217.973168,Four-Door Car,Medsize
YB49933,NE,Extended,Bachelor,12/11/2016,30/11/2016,Employed,M,96170,Suburban,Married,Personal Auto,Hail,Call Center,441.6,Four-Door Car,Large
XC16387,NE,Basic,High School or Below,28/12/2012,2/11/2016,Employed,F,46072,Rural,Single,Personal Auto,Collision,Branch,25.934064,Four-Door Car,Medsize
XJ96748,NE,Extended,High School or Below,28/10/2011,30/1/2015,Employed,F,37931,Suburban,Married,Personal Auto,Hail,Branch,475.2,Four-Door Car,Small
TM98684,IA,Basic,High School or Below,21/12/2015,10/8/2017,Employed,M,35127,Suburban,Married,Personal Auto,Hail,Agent,297.6,Four-Door Car,Small
NM39588,KS,Basic,Doctor,2/9/2012,4/1/2016,Employed,F,72450,Rural,Married,Corporate Auto,Other,Branch,84.218363,Four-Door Car,Medsize
DM74502,OK,Extended,College,28/7/2012,17/4/2014,Employed,F,93087,Suburban,Married,Corporate Auto,Collision,Agent,628.8,Sports Car,Medsize
FT56968,NE,Basic,High School or Below,20/1/2016,16/7/2016,Employed,M,22398,Suburban,Married,Personal Auto,Collision,Agent,321.6,Four-Door Car,Large
OX36896,MO,Extended,High School or Below,28/3/2016,21/4/2017,Employed,M,92983,Rural,Married,Corporate Auto,Collision,Agent,153.205591,Four-Door Car,Medsize
BZ65376,NE,Extended,Bachelor,3/8/2015,18/2/2016,Medical Leave,M,27689,Suburban,Married,Personal Auto,Hail,Web,2893.239678,Luxury SUV,Medsize
LN34660,MO,Basic,College,15/7/2014,1/8/2014,Employed,F,69654,Suburban,Married,Corporate Auto,Collision,Branch,629.532731,SUV,Small
JC29295,MO,Basic,Bachelor,17/7/2014,18/12/2016,Employed,F,80744,Urban,Married,Personal Auto,Scratch/Dent,Web,361.284757,SUV,Medsize
KJ87930,MO,Basic,Bachelor,3/10/2014,28/6/2017,Unemployed,F,0,Suburban,Single,Corporate Auto,Collision,Agent,1185.988301,SUV,Medsize
XT36360,NE,Basic,High School or Below,30/7/2016,31/8/2016,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Call Center,460.8,Four-Door Car,Large
IX35050,NE,Basic,Bachelor,7/1/2017,16/9/2017,Employed,M,76358,Rural,Married,Special Auto,Scratch/Dent,Agent,86.461582,Four-Door Car,Medsize
UN97379,IA,Basic,Bachelor,6/5/2016,21/7/2016,Retired,M,18608,Suburban,Divorced,Corporate Auto,Hail,Web,340.8,Four-Door Car,Medsize
MR57294,MO,Basic,High School or Below,15/8/2013,28/6/2014,Employed,M,73168,Suburban,Married,Personal Auto,Hail,Agent,425.800112,Four-Door Car,Medsize
LK74984,KS,Basic,High School or Below,11/12/2015,12/1/2017,Employed,M,21190,Suburban,Married,Personal Auto,Hail,Call Center,312,Four-Door Car,Medsize
DX31066,KS,Basic,College,10/2/2015,3/5/2016,Employed,F,94041,Rural,Married,Personal Auto,Scratch/Dent,Agent,159.756733,Four-Door Car,Medsize
GL20444,OK,Premium,Master,30/12/2010,12/10/2014,Employed,F,91474,Rural,Married,Corporate Auto,Scratch/Dent,Branch,24.087774,Two-Door Car,Large
SP58110,MO,Basic,Bachelor,30/10/2010,20/10/2016,Employed,F,61469,Suburban,Married,Personal Auto,Scratch/Dent,Branch,302.4,Four-Door Car,Small
XM91635,NE,Basic,High School or Below,11/4/2012,19/11/2016,Medical Leave,F,16618,Urban,Single,Special Auto,Scratch/Dent,Branch,219.288706,Four-Door Car,Medsize
TV82603,MO,Basic,Bachelor,11/10/2015,10/2/2017,Employed,F,48081,Urban,Married,Personal Auto,Collision,Branch,881.360959,Luxury SUV,Small
BB82067,IA,Extended,Doctor,16/8/2011,28/9/2013,Employed,M,67632,Rural,Married,Personal Auto,Collision,Branch,26.951627,Sports Car,Medsize
JP94676,IA,Basic,Bachelor,24/10/2012,17/9/2016,Employed,F,34115,Urban,Married,Personal Auto,Collision,Agent,466.122541,SUV,Medsize
VU53417,NE,Extended,High School or Below,30/8/2016,11/6/2017,Medical Leave,M,23051,Suburban,Divorced,Personal Auto,Collision,Agent,475.2,Two-Door Car,Medsize
IW54795,MO,Extended,College,16/12/2013,12/8/2016,Medical Leave,M,23748,Suburban,Married,Personal Auto,Hail,Agent,607.095655,Four-Door Car,Large
RN78170,NE,Basic,College,22/1/2013,4/11/2015,Employed,F,40589,Suburban,Divorced,Corporate Auto,Other,Branch,331.2,Four-Door Car,Medsize
IX55883,MO,Extended,College,21/10/2015,27/7/2016,Employed,F,50809,Urban,Single,Personal Auto,Collision,Branch,290.381707,Four-Door Car,Medsize
XM72420,NE,Extended,High School or Below,2/11/2015,17/10/2016,Employed,F,66676,Suburban,Married,Personal Auto,Scratch/Dent,Agent,558.099357,Four-Door Car,Small
GC15104,OK,Basic,Bachelor,23/2/2016,15/5/2017,Employed,F,52339,Suburban,Divorced,Corporate Auto,Scratch/Dent,Web,336,Four-Door Car,Medsize
RX13282,IA,Basic,Bachelor,28/2/2017,18/9/2017,Retired,M,14973,Suburban,Divorced,Personal Auto,Collision,Branch,828,SUV,Medsize
QA85890,NE,Extended,High School or Below,10/2/2015,15/10/2016,Unemployed,F,0,Suburban,Single,Corporate Auto,Scratch/Dent,Agent,540.514115,Four-Door Car,Medsize
IR62668,NE,Basic,Bachelor,27/3/2013,15/4/2013,Employed,F,31546,Rural,Divorced,Personal Auto,Collision,Branch,100.049832,Four-Door Car,Medsize
AL96740,MO,Basic,College,20/9/2017,23/9/2017,Employed,F,67763,Rural,Married,Personal Auto,Collision,Agent,59.861963,Four-Door Car,Medsize
QC55306,KS,Extended,High School or Below,10/10/2013,30/10/2016,Employed,M,83170,Urban,Married,Personal Auto,Hail,Agent,344.118069,Four-Door Car,Medsize
VO78441,KS,Extended,Master,1/8/2011,11/5/2017,Medical Leave,F,19464,Suburban,Single,Personal Auto,Scratch/Dent,Agent,871.505797,Four-Door Car,Small
JH62891,IA,Basic,College,21/4/2011,15/12/2011,Employed,F,66943,Rural,Married,Special Auto,Scratch/Dent,Call Center,53.084753,Four-Door Car,Medsize
FI20423,NE,Premium,High School or Below,2/5/2015,17/6/2016,Employed,F,81872,Rural,Married,Special Auto,Hail,Web,256.43803,Four-Door Car,Medsize
XF57481,KS,Extended,Master,16/9/2016,2/3/2017,Employed,M,50450,Rural,Single,Personal Auto,Other,Branch,135.892444,Two-Door Car,Medsize
YV67971,MO,Basic,High School or Below,6/7/2015,6/3/2017,Employed,F,21342,Rural,Married,Personal Auto,Scratch/Dent,Agent,74.350893,Four-Door Car,Medsize
QD31377,MO,Basic,Bachelor,17/1/2015,19/4/2016,Employed,M,34621,Suburban,Married,Corporate Auto,Collision,Branch,621.464468,SUV,Medsize
YG10247,IA,Basic,College,16/3/2016,10/12/2016,Employed,M,62396,Suburban,Married,Personal Auto,Scratch/Dent,Call Center,307.2,Four-Door Car,Small
FE73696,IA,Extended,High School or Below,9/10/2016,6/6/2017,Employed,M,97212,Urban,Married,Personal Auto,Hail,Call Center,360.05589,Two-Door Car,Medsize
SW19699,NE,Basic,Bachelor,28/9/2010,12/7/2011,Employed,F,49648,Rural,Divorced,Personal Auto,Hail,Call Center,65.954813,Four-Door Car,Medsize
QJ40732,NE,Basic,College,3/10/2012,10/1/2014,Employed,M,97984,Suburban,Married,Personal Auto,Hail,Agent,407.450118,Four-Door Car,Small
HM76207,MO,Basic,College,16/10/2013,19/11/2013,Employed,F,26308,Suburban,Married,Corporate Auto,Scratch/Dent,Web,547.2,SUV,Medsize
NT59303,IA,Premium,College,27/1/2010,27/11/2010,Employed,F,63528,Suburban,Divorced,Personal Auto,Hail,Agent,1228.8,Luxury Car,Large
PU41393,OK,Basic,College,6/6/2011,28/12/2011,Medical Leave,M,20225,Suburban,Married,Special Auto,Scratch/Dent,Call Center,547.2,SUV,Small
QO86948,OK,Basic,High School or Below,23/3/2012,23/2/2013,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Web,806.4,SUV,Small
QN10888,IA,Basic,High School or Below,31/7/2015,26/10/2016,Employed,F,87620,Rural,Married,Personal Auto,Scratch/Dent,Call Center,24.063693,Four-Door Car,Medsize
VY19543,MO,Basic,Bachelor,1/2/2013,3/9/2016,Unemployed,F,0,Urban,Married,Corporate Auto,Hail,Agent,311.329282,Four-Door Car,Medsize
XC15133,OK,Basic,Master,12/8/2014,29/5/2017,Employed,F,34990,Rural,Single,Personal Auto,Hail,Web,42.689135,Four-Door Car,Medsize
ST43550,IA,Basic,Bachelor,15/2/2015,12/7/2017,Employed,M,99934,Suburban,Married,Special Auto,Other,Web,460.323855,Four-Door Car,Medsize
YT69858,KS,Basic,Bachelor,13/9/2017,15/9/2017,Employed,F,85702,Urban,Married,Personal Auto,Other,Branch,249.085887,Two-Door Car,Medsize
JX68983,IA,Basic,Bachelor,7/2/2014,28/1/2016,Employed,M,94648,Suburban,Divorced,Personal Auto,Collision,Branch,331.2,Four-Door Car,Medsize
HX78576,MO,Basic,High School or Below,29/5/2010,21/8/2015,Employed,F,24516,Urban,Married,Personal Auto,Scratch/Dent,Call Center,300.607591,Four-Door Car,Medsize
ZQ11381,NE,Extended,Bachelor,17/6/2016,24/6/2016,Employed,M,61063,Urban,Married,Personal Auto,Hail,Agent,262.504882,Four-Door Car,Medsize
ON39271,MO,Basic,Master,21/7/2016,16/4/2017,Unemployed,M,0,Urban,Married,Personal Auto,Collision,Branch,263.365432,Two-Door Car,Medsize
SB18278,IA,Basic,Bachelor,23/6/2015,15/11/2015,Unemployed,M,0,Suburban,Divorced,Corporate Auto,Scratch/Dent,Branch,307.2,Four-Door Car,Small
ZT30559,MO,Basic,High School or Below,13/10/2016,8/8/2017,Disabled,F,15169,Suburban,Married,Personal Auto,Other,Web,302.4,Four-Door Car,Medsize
XI41106,NE,Basic,College,22/9/2010,10/1/2012,Employed,M,55390,Urban,Married,Corporate Auto,Scratch/Dent,Branch,256.268091,Two-Door Car,Medsize
ZS88847,IA,Basic,Bachelor,7/3/2015,7/2/2017,Disabled,F,27592,Suburban,Married,Personal Auto,Collision,Branch,297.6,Four-Door Car,Large
KR48903,KS,Basic,High School or Below,27/8/2012,21/12/2016,Employed,M,88264,Suburban,Married,Personal Auto,Collision,Branch,297.6,Two-Door Car,Medsize
KR62797,NE,Basic,High School or Below,13/8/2015,14/6/2017,Employed,F,83297,Suburban,Married,Personal Auto,Hail,Call Center,542.4,SUV,Medsize
ZJ73220,NE,Basic,College,18/3/2011,30/12/2015,Unemployed,F,0,Suburban,Single,Special Auto,Collision,Call Center,1353.6,Luxury Car,Medsize
FY62633,IA,Extended,Bachelor,26/4/2013,7/6/2013,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Agent,432,Four-Door Car,Medsize
CU36986,MO,Premium,High School or Below,31/1/2013,16/4/2016,Employed,F,55897,Suburban,Married,Personal Auto,Collision,Branch,499.2,Four-Door Car,Medsize
WZ53904,NE,Basic,Bachelor,12/4/2011,14/7/2014,Employed,M,21297,Rural,Single,Personal Auto,Hail,Agent,45.507952,Four-Door Car,Medsize
AA71604,NE,Extended,Master,8/8/2011,5/4/2013,Employed,F,87560,Suburban,Married,Personal Auto,Collision,Web,470.4,Two-Door Car,Medsize
TD10493,IA,Extended,High School or Below,6/4/2012,20/3/2015,Unemployed,F,0,Suburban,Single,Personal Auto,Hail,Agent,691.2,Four-Door Car,Medsize
LY97989,IA,Extended,Bachelor,25/8/2010,2/8/2014,Unemployed,F,0,Suburban,Single,Personal Auto,Scratch/Dent,Agent,408,Four-Door Car,Medsize
VX39856,NE,Extended,Doctor,1/9/2014,1/11/2015,Employed,F,89398,Rural,Married,Personal Auto,Other,Branch,82.409922,Four-Door Car,Medsize
TP51897,MO,Basic,College,30/11/2010,23/4/2017,Employed,F,36843,Suburban,Married,Corporate Auto,Other,Agent,357.642982,Four-Door Car,Medsize
QQ89253,IA,Extended,College,7/3/2012,4/2/2016,Unemployed,F,0,Suburban,Married,Personal Auto,Collision,Agent,643.2,SUV,Small
EI91403,MO,Basic,High School or Below,13/5/2011,13/11/2014,Employed,M,34946,Suburban,Married,Personal Auto,Hail,Call Center,420.35698,Two-Door Car,Small
QG15435,NE,Extended,College,4/11/2012,22/10/2014,Employed,F,75680,Rural,Married,Personal Auto,Hail,Agent,136.787725,Four-Door Car,Medsize
FZ55002,OK,Basic,Doctor,25/7/2014,18/11/2016,Unemployed,F,0,Suburban,Married,Personal Auto,Other,Agent,331.2,Four-Door Car,Small
KU29408,KS,Basic,Master,14/3/2012,15/2/2017,Employed,M,37722,Rural,Single,Corporate Auto,Collision,Agent,158.077504,Sports Car,Medsize
UN37063,NE,Basic,Bachelor,11/6/2016,27/1/2017,Medical Leave,M,10269,Urban,Single,Personal Auto,Collision,Agent,170.798204,Two-Door Car,Medsize
VB87946,MO,Basic,College,17/7/2015,14/9/2016,Employed,M,49714,Urban,Married,Personal Auto,Scratch/Dent,Branch,266.165535,Four-Door Car,Medsize
AB60627,MO,Extended,High School or Below,15/5/2016,10/6/2016,Employed,M,77517,Rural,Married,Corporate Auto,Scratch/Dent,Branch,98.921782,SUV,Medsize
TA34903,IA,Basic,High School or Below,31/12/2011,14/8/2014,Employed,M,81082,Urban,Married,Personal Auto,Hail,Agent,281.295903,Four-Door Car,Large
AQ51368,IA,Extended,Bachelor,26/7/2015,21/10/2015,Employed,F,72540,Suburban,Married,Corporate Auto,Hail,Call Center,631.743039,Two-Door Car,Medsize
NZ26102,IA,Basic,High School or Below,11/7/2015,2/2/2016,Unemployed,F,0,Suburban,Single,Personal Auto,Hail,Branch,468,Four-Door Car,Small
GB45753,MO,Basic,High School or Below,12/2/2010,12/5/2011,Employed,M,61546,Rural,Married,Corporate Auto,Other,Call Center,29.209521,Two-Door Car,Large
BV79904,MO,Basic,Master,25/11/2015,7/6/2017,Employed,F,44818,Rural,Divorced,Personal Auto,Collision,Web,136.883999,Two-Door Car,Medsize
